N_ppm,P_ppm,K_ppm,soil_moisture,soil_ph,temperature,humidity,rainfall,soil_type,crop,fertilizer,irrigation_mm
78.48,53.94,27.19,71.98,7.9,28.98,,29.97,Clay,chili,KCl,0.08
7.73,10.69,19.22,61.02,5.37,31.29,,54.25,Loamy,chili,NPK-16-16-16,0.86
54.34,29.02,41.1,57.17,7.65,34.27,53.99,15.19,Loamy,rice,None,3.85
50.84,53.78,32.03,47.95,5.29,28.31,60.77,23.49,Loamy,chili,None,1.77
34.07,46.14,12.0,30.81,5.27,35.05,69.82,147.84,Sandy,maize,Urea,3.5
71.93,23.93,44.94,26.63,6.11,33.64,60.32,78.85,Loamy,maize,None,4.07
106.19,28.23,88.63,29.14,6.77,30.35,57.45,222.17,Loamy,rice,None,3.39
44.49,14.87,44.39,54.05,7.47,35.79,87.51,65.57,Silt,rice,SP-36,2.76
31.43,7.27,51.78,29.94,6.68,29.06,86.7,88.62,Clay,tomato,SP-36,1.91
85.08,21.76,66.73,36.75,7.38,34.12,59.94,311.06,Sandy,tomato,None,0.62
,62.93,51.62,39.72,4.89,27.06,76.05,12.55,Loamy,rice,None,3.22
102.01,8.84,42.02,40.58,6.03,16.95,75.7,274.22,Silt,tomato,SP-36,0.0
18.43,38.01,36.65,69.0,4.8,22.14,100.0,54.22,Loamy,shallot,Kapur-Dolomit,0.0
57.99,60.91,34.83,70.17,5.47,23.37,65.41,256.92,Loamy,rice,None,0.0
71.25,,43.68,38.38,6.42,29.26,66.27,51.04,Clay,rice,None,4.35
50.56,39.61,67.04,10.36,7.16,20.83,69.36,41.87,Sandy,maize,None,4.26
104.41,38.67,66.48,24.01,5.87,24.94,75.91,8.16,Clay,chili,None,3.32
41.11,23.96,65.52,31.94,6.37,31.21,,28.58,Clay,shallot,None,4.24
79.42,33.41,64.0,45.4,7.22,28.69,66.89,55.23,Silt,tomato,None,1.46
76.32,59.87,44.41,70.76,6.18,25.58,82.87,,Loamy,tomato,None,0.0
47.71,45.49,0.0,27.72,6.32,27.54,89.37,97.05,Clay,chili,KCl,2.86
72.41,0.0,16.88,45.05,6.64,20.3,86.0,28.72,Peat,shallot,SP-36,0.86
55.77,35.63,33.03,36.14,6.87,25.78,87.39,21.6,Sandy,shallot,None,1.37
35.74,63.34,32.1,56.79,7.61,27.04,57.66,95.48,Clay,rice,Urea,0.68
110.07,32.1,51.63,62.95,6.26,26.85,58.26,19.18,Loamy,chili,Organik,0.59
98.59,44.78,28.96,54.15,6.59,28.43,76.52,,Peat,tomato,None,0.12
49.07,35.02,19.13,19.4,6.71,30.2,77.45,27.81,Clay,tomato,KCl,4.15
59.47,17.34,61.8,39.03,7.52,27.26,83.63,131.56,Clay,maize,Organik,0.61
70.83,34.05,53.97,53.7,7.01,31.44,67.37,85.38,Sandy,shallot,None,0.82
69.45,42.72,33.2,11.73,7.2,26.24,81.27,44.22,Sandy,maize,None,4.01
36.78,49.35,42.44,47.21,5.6,24.34,80.7,34.72,Clay,rice,Urea,2.04
25.78,41.66,47.3,39.95,,29.8,84.29,20.6,Loamy,tomato,Urea,2.71
31.35,30.97,54.86,41.74,6.07,25.2,54.14,,Sandy,chili,None,2.24
59.77,47.99,17.12,38.39,4.32,35.18,46.03,90.87,Silt,maize,Kapur-Dolomit,3.72
50.8,26.61,35.63,17.58,5.61,27.24,61.43,33.17,Sandy,tomato,Urea,4.58
71.58,46.74,81.1,46.49,5.43,27.6,89.07,6.02,Loamy,tomato,None,1.42
88.02,26.9,57.43,64.02,6.45,22.67,63.79,2.98,Clay,chili,Organik,0.0
80.39,59.64,48.34,43.03,5.5,35.61,65.31,10.01,Peat,tomato,None,3.83
,32.43,23.92,78.3,4.72,30.86,90.56,102.83,Loamy,shallot,Kapur-Dolomit,0.0
448.03,52.0,35.21,36.23,6.93,29.18,72.72,302.44,Loamy,chili,None,0.67
62.04,32.72,33.83,68.29,5.97,29.16,,230.16,Loamy,tomato,Organik,0.0
78.01,40.27,19.66,61.36,7.88,32.03,52.88,300.11,Silt,maize,KCl,0.0
103.59,,13.9,48.29,6.62,30.83,67.51,184.95,Loamy,chili,SP-36,0.56
32.26,11.85,45.72,38.58,5.3,35.04,74.84,84.73,Loamy,chili,SP-36,2.58
48.81,26.37,58.78,51.28,6.11,28.03,83.24,89.84,Sandy,chili,None,0.0
76.56,50.26,53.95,,7.44,43.99,70.24,20.28,Clay,tomato,None,3.66
91.1,7.99,38.42,66.35,5.33,34.03,72.54,,Clay,tomato,SP-36,0.0
7.47,30.25,43.42,42.54,6.2,34.55,51.31,166.26,Clay,rice,Urea,3.88
79.61,56.39,56.91,48.57,6.99,24.79,68.49,24.51,Sandy,tomato,None,0.0
40.98,43.35,31.5,39.7,6.09,25.85,78.56,131.06,Silt,tomato,None,0.31
73.0,45.46,46.7,72.65,6.76,28.36,66.34,36.84,Sandy,maize,None,0.0
86.09,33.53,37.6,73.76,7.17,26.73,80.63,217.59,Sandy,shallot,Organik,0.0
87.76,54.32,54.64,85.06,5.7,32.33,57.49,146.08,Loamy,shallot,None,0.99
44.98,27.57,41.85,47.15,6.12,30.78,77.75,151.04,Peat,tomato,None,0.9
70.33,20.15,37.93,35.86,6.04,21.1,87.37,12.29,Loamy,rice,SP-36,2.14
35.5,28.06,52.6,46.19,5.7,26.38,56.56,14.17,Sandy,chili,None,2.2
129.81,11.45,63.27,60.49,7.14,23.29,71.22,20.62,Loamy,shallot,SP-36,0.2
65.22,42.09,52.24,,6.94,28.53,62.13,43.87,Loamy,rice,None,2.02
67.77,39.35,70.66,39.39,7.29,20.25,65.63,360.84,Silt,shallot,None,0.0
47.03,51.57,39.26,10.15,5.96,27.84,78.13,166.25,Clay,shallot,None,3.72
58.09,13.54,33.95,51.78,7.45,26.64,72.69,7.8,Loamy,rice,SP-36,1.87
104.24,35.48,46.03,73.21,6.38,29.25,78.23,77.85,Sandy,shallot,Organik,0.35
39.56,31.99,5.34,63.37,8.14,25.42,67.99,34.58,Sandy,chili,KCl,0.37
39.35,42.97,81.05,55.56,5.42,23.48,64.8,77.41,Loamy,rice,None,0.84
133.28,8.97,80.15,44.19,7.04,37.97,81.78,,Clay,maize,SP-36,2.93
66.58,28.23,59.25,32.97,7.23,32.86,71.57,180.32,Silt,shallot,None,2.89
41.13,36.5,47.79,20.71,7.74,30.89,,5.28,Clay,rice,None,6.33
19.79,1.58,59.66,51.68,7.01,30.98,69.75,81.99,Sandy,chili,NPK-16-16-16,0.89
51.64,27.3,43.84,27.31,5.92,21.13,63.44,57.06,Loamy,tomato,None,3.25
80.7,31.27,34.23,75.56,5.3,34.41,73.62,2.45,Loamy,tomato,Organik,1.61
75.46,57.08,54.61,65.52,7.81,20.94,80.84,42.92,Clay,tomato,None,0.0
93.64,51.92,62.59,51.84,5.91,35.63,91.27,356.88,Clay,chili,NPK-16-16-16,0.0
67.09,55.74,64.37,35.99,6.65,27.16,76.06,35.25,Sandy,maize,None,2.35
37.17,43.45,19.93,39.36,7.19,27.41,87.32,23.18,Loamy,maize,Urea,2.44
37.54,59.43,65.7,54.74,,27.36,92.07,100.73,Peat,maize,None,0.0
100.53,21.24,29.04,68.7,4.78,28.97,92.99,129.76,Sandy,chili,Kapur-Dolomit,0.18
41.65,46.18,45.87,43.34,6.12,28.97,72.13,391.19,Loamy,maize,None,0.0
83.67,24.75,51.91,49.17,6.46,25.69,74.55,109.05,Silt,rice,None,1.31
45.65,38.06,43.72,39.46,6.64,24.28,59.08,70.87,Clay,maize,Urea,2.22
36.84,28.2,44.51,58.86,5.91,30.25,71.2,226.93,Silt,shallot,None,0.0
,58.28,40.37,41.44,5.96,31.5,59.28,19.69,Sandy,shallot,None,3.45
55.43,0.0,21.72,39.06,5.62,21.61,100.0,25.01,Loamy,tomato,SP-36,0.96
52.88,30.77,73.66,29.94,6.9,27.85,82.79,54.83,Peat,shallot,None,2.33
51.33,54.22,37.83,34.25,6.59,31.0,91.35,20.68,Sandy,shallot,None,3.47
67.19,29.32,41.03,40.48,4.77,26.82,76.9,72.74,Clay,rice,None,2.36
98.07,8.13,8.31,42.8,4.12,22.2,50.34,34.03,Clay,rice,Kapur-Dolomit,3.68
39.87,28.73,56.34,39.66,6.33,19.84,72.63,37.05,Sandy,chili,None,1.78
77.04,,62.73,11.66,,25.31,84.57,450.0,Silt,chili,None,0.0
80.68,25.85,63.97,76.43,6.98,31.96,100.0,4.2,Loamy,chili,Organik,0.53
60.27,18.52,59.75,43.36,6.99,23.71,89.03,4.92,Loamy,maize,SP-36,0.7
85.86,35.7,72.04,25.58,6.88,29.16,100.0,12.12,Loamy,chili,None,3.61
5.96,15.76,28.48,44.78,5.53,29.96,75.99,70.84,Loamy,shallot,NPK-16-16-16,1.79
64.73,28.09,23.87,40.29,4.62,24.56,67.54,,Clay,rice,Kapur-Dolomit,0.94
35.22,32.07,81.81,69.07,7.34,29.41,70.76,54.18,Sandy,shallot,Organik,0.18
99.87,21.65,28.79,41.26,6.77,33.26,65.26,107.81,Sandy,shallot,None,2.71
21.61,0.16,40.54,40.0,5.56,30.21,77.25,72.97,Loamy,shallot,NPK-16-16-16,2.37
33.55,28.84,10.3,45.72,,19.45,88.5,206.17,Loamy,tomato,KCl,0.0
25.31,36.95,53.36,29.85,6.3,26.68,61.8,95.88,Loamy,shallot,Urea,2.74
53.37,23.31,67.22,27.25,6.71,24.03,84.53,32.02,Silt,chili,None,2.66
36.19,55.13,49.47,45.44,7.15,18.54,78.45,18.25,Sandy,shallot,None,1.66
23.19,23.11,48.31,36.4,4.57,28.99,82.7,97.85,Loamy,rice,Kapur-Dolomit,2.99
72.91,26.06,,42.24,5.54,26.41,47.28,198.73,Loamy,rice,None,1.79
89.87,18.91,49.14,25.8,7.46,21.99,65.63,10.05,Loamy,shallot,SP-36,4.04
,70.4,23.1,48.82,6.15,33.66,72.36,407.67,Sandy,rice,KCl,0.0
41.25,66.94,32.65,18.76,6.21,32.04,84.3,149.69,Loamy,chili,None,3.54
27.2,26.04,51.6,63.22,6.59,27.64,74.11,17.18,Clay,maize,Urea,0.0
55.02,25.4,30.95,56.79,6.42,32.97,73.11,33.26,Loamy,tomato,None,0.97
32.64,24.26,86.18,42.96,7.11,33.32,67.1,154.95,Loamy,rice,Urea,2.19
,41.92,27.51,42.48,7.29,39.62,100.0,210.35,Loamy,tomato,KCl,1.69
68.42,22.79,0.0,56.25,5.88,24.67,52.4,97.51,Clay,shallot,KCl,0.28
23.11,0.0,2.84,27.08,5.52,20.49,72.18,3.44,Clay,rice,NPK-16-16-16,4.33
39.27,60.57,44.13,50.97,4.94,26.39,82.58,35.48,Loamy,chili,None,0.0
96.82,41.01,65.87,52.68,4.7,26.67,80.84,34.78,Sandy,rice,Kapur-Dolomit,1.5
45.31,41.21,62.87,66.17,6.31,37.51,83.27,25.53,Loamy,rice,Organik,4.25
40.51,43.59,51.08,73.6,5.67,31.54,50.48,28.77,Loamy,shallot,Organik,2.51
,13.49,7.81,53.82,5.73,20.66,82.84,55.95,Clay,maize,SP-36,0.42
50.43,40.51,38.9,91.01,6.04,23.14,84.6,218.62,Clay,rice,Organik,0.0
44.43,40.64,56.87,31.49,4.82,20.16,89.37,132.74,,rice,None,2.25
96.63,62.55,25.06,51.86,5.96,27.41,81.42,79.05,Silt,maize,KCl,0.0
97.18,17.97,67.58,,7.65,21.11,80.61,299.49,Loamy,maize,SP-36,0.0
66.59,38.01,1.94,46.82,6.32,32.34,76.92,0.35,Loamy,rice,KCl,2.88
42.17,12.19,62.36,44.68,6.56,24.73,100.0,9.37,Silt,chili,SP-36,0.54
99.3,26.34,62.04,36.85,7.55,21.88,76.01,73.63,Loamy,shallot,None,1.24
36.69,8.45,57.74,43.98,7.07,26.5,74.67,26.27,Sandy,maize,SP-36,1.71
71.15,61.94,26.53,30.73,6.93,26.47,60.46,11.88,Loamy,rice,KCl,4.65
72.51,27.5,47.37,51.27,6.6,28.17,84.98,214.79,Sandy,maize,None,0.0
60.63,34.72,48.5,21.32,6.55,29.6,89.4,7.32,Sandy,chili,None,4.01
48.47,35.78,67.04,7.22,6.14,29.08,74.66,450.0,Clay,rice,None,3.1
74.09,66.14,63.82,51.55,8.41,22.4,75.38,18.13,Silt,chili,None,0.0
54.72,46.64,,63.44,6.47,24.75,80.46,115.37,Clay,shallot,None,0.0
67.09,26.59,67.57,48.33,7.71,27.94,52.62,39.44,Peat,chili,None,1.18
,25.59,72.48,42.9,6.98,27.69,81.97,55.02,Sandy,maize,None,1.77
13.03,3.91,59.74,71.65,6.94,32.2,56.85,17.64,Sandy,tomato,NPK-16-16-16,1.42
57.73,38.52,14.34,52.14,6.94,26.25,64.45,107.75,Loamy,chili,KCl,0.5
66.85,56.97,64.08,30.6,5.59,22.8,73.06,93.1,Loamy,tomato,None,1.03
60.8,28.83,28.45,56.98,3.97,28.17,99.55,72.74,Clay,maize,Kapur-Dolomit,0.0
,34.06,56.76,8.07,6.52,30.08,68.94,64.85,Clay,maize,Urea,6.21
27.21,27.05,23.99,44.81,6.36,26.75,66.86,418.22,Clay,chili,Urea,0.0
25.8,41.21,0.45,43.11,4.9,38.41,66.27,80.22,Clay,shallot,Urea,3.19
86.33,40.7,39.88,67.28,6.23,27.6,65.0,20.18,Loamy,chili,Organik,0.28
0.0,12.19,76.63,48.61,6.79,30.59,87.48,52.88,Clay,rice,NPK-16-16-16,2.23
0.0,31.52,16.46,57.03,6.62,27.96,72.75,85.05,Loamy,rice,Urea,0.42
80.37,16.53,47.68,29.39,5.88,21.36,90.14,8.54,Loamy,chili,SP-36,2.65
,,30.97,60.63,6.82,29.05,96.1,53.56,Loamy,shallot,None,0.01
65.71,11.77,73.02,28.29,4.86,27.74,72.79,19.56,Loamy,chili,None,3.95
44.29,24.3,54.5,47.21,6.16,29.77,74.12,29.36,Loamy,shallot,None,0.99
17.64,40.68,69.62,50.32,7.4,19.61,75.65,11.92,Sandy,shallot,Urea,0.17
88.92,7.53,41.52,61.7,6.44,22.82,79.1,138.94,Clay,shallot,SP-36,0.0
,0.0,21.67,46.75,5.52,27.12,85.46,52.71,Loamy,rice,SP-36,1.66
88.89,33.52,60.55,12.15,7.51,33.57,72.71,283.78,Loamy,shallot,None,4.2
98.72,48.63,49.67,44.64,6.3,29.91,60.63,193.42,Peat,maize,None,0.0
118.97,32.54,27.22,26.34,6.36,31.51,73.93,88.1,Silt,tomato,KCl,3.77
75.69,46.25,33.65,,6.88,23.71,54.74,346.8,Sandy,chili,None,0.0
8.31,71.83,65.84,52.03,6.22,29.18,62.32,66.05,Clay,tomato,Urea,1.71
31.71,45.67,41.23,49.86,5.94,27.08,76.91,59.06,Sandy,rice,Urea,0.43
45.61,47.69,24.18,19.24,6.36,34.56,75.71,268.62,Loamy,maize,KCl,2.99
73.09,67.06,65.68,23.56,6.59,29.16,,136.4,Clay,rice,None,4.9
47.97,,44.87,71.57,8.51,23.65,70.27,29.05,Clay,maize,SP-36,0.0
40.3,36.42,53.39,61.44,5.8,22.37,78.32,54.63,Sandy,tomato,Organik,0.0
14.66,55.71,43.84,55.49,7.29,31.7,90.63,0.88,Sandy,rice,Urea,2.16
,11.08,68.11,20.81,6.08,35.07,86.37,53.61,Clay,maize,SP-36,5.58
94.16,51.9,16.17,72.69,6.85,24.62,75.15,67.54,Clay,maize,KCl,0.0
66.3,46.08,0.0,62.33,6.01,30.17,78.64,207.83,Silt,shallot,KCl,0.0
58.8,,51.22,39.59,6.03,26.28,69.75,40.76,Sandy,rice,None,2.31
65.25,51.6,76.82,54.91,5.95,22.8,66.86,80.64,Peat,shallot,None,0.0
93.06,0.0,31.96,62.57,7.36,34.92,67.15,42.6,Sandy,shallot,SP-36,2.0
60.25,6.76,46.9,48.54,6.28,30.9,62.9,98.11,Clay,rice,SP-36,3.21
94.17,31.74,53.51,,6.46,26.46,69.62,91.73,Loamy,tomato,Organik,0.0
44.69,18.04,72.35,47.46,7.13,29.33,72.87,,Clay,rice,SP-36,1.37
55.88,42.77,15.45,37.16,6.12,30.31,64.87,52.05,Sandy,shallot,KCl,1.6
95.97,47.8,45.97,49.55,6.02,27.73,63.51,59.38,Silt,maize,None,0.85
76.42,16.55,68.66,37.5,6.3,29.61,92.62,450.0,Sandy,rice,SP-36,0.0
56.97,27.11,42.17,,7.71,20.76,68.38,6.4,Sandy,shallot,None,3.79
41.83,53.09,60.24,67.99,5.47,33.48,46.07,169.16,Silt,shallot,None,0.41
72.85,34.33,50.22,66.57,6.71,30.28,93.84,335.05,Sandy,shallot,Organik,0.0
,67.19,14.75,65.68,6.08,31.27,83.29,41.63,Sandy,rice,KCl,3.65
89.56,62.56,25.76,19.93,6.19,31.5,68.59,,Sandy,maize,KCl,3.14
124.21,43.7,76.49,27.15,5.51,31.41,71.8,,Clay,rice,None,6.4
70.03,31.6,38.15,15.79,7.75,29.29,64.22,28.32,Loamy,tomato,None,5.46
80.5,56.0,51.73,44.03,6.72,25.48,93.07,44.02,Loamy,maize,None,1.7
48.37,47.08,54.39,51.17,6.07,22.48,64.27,173.17,Clay,chili,None,0.0
,52.16,36.35,48.08,5.74,26.37,75.75,124.49,Sandy,chili,None,0.0
37.5,18.48,22.35,43.9,6.52,22.38,72.29,77.91,Sandy,shallot,SP-36,0.15
65.44,28.84,25.27,39.39,6.94,28.67,90.46,240.57,Clay,chili,KCl,0.0
0.0,8.22,57.55,44.03,5.53,32.61,73.81,45.42,Loamy,tomato,NPK-16-16-16,3.05
43.39,,5.07,55.89,5.97,27.6,74.16,1.51,Sandy,rice,KCl,3.29
94.69,22.09,,47.25,6.79,27.05,85.37,92.75,Silt,shallot,None,0.0
107.01,59.32,40.74,34.77,7.02,33.58,43.55,,Clay,maize,None,4.46
50.93,32.45,57.88,78.84,6.79,24.46,76.76,75.95,Loamy,chili,Organik,0.0
52.2,28.25,61.63,43.61,7.24,33.41,76.69,278.82,Loamy,rice,None,0.57
58.73,71.92,47.86,61.46,7.46,23.58,78.47,17.15,Clay,maize,None,0.0
100.65,40.6,62.72,50.97,6.19,27.82,65.33,,Loamy,chili,None,0.0
33.01,18.65,56.76,77.62,6.2,24.81,65.7,10.99,Peat,maize,NPK-16-16-16,0.3
78.11,39.47,28.66,56.03,6.29,31.32,84.26,2.6,Clay,shallot,None,1.63
34.33,0.0,15.64,48.86,5.14,21.88,59.78,83.51,Clay,rice,NPK-16-16-16,1.77
51.06,56.55,46.46,41.4,6.28,26.25,74.75,190.72,Clay,maize,None,0.0
2.42,41.02,50.58,53.52,5.71,20.21,72.89,176.34,Sandy,tomato,Urea,0.0
117.13,10.36,30.86,35.85,6.57,31.73,66.28,178.69,Clay,shallot,SP-36,1.83
99.15,45.51,58.6,29.05,5.26,30.45,80.99,142.35,Clay,tomato,None,2.55
58.02,,65.79,20.99,6.09,27.77,77.61,38.41,Silt,tomato,None,3.87
36.69,50.16,24.53,52.0,4.87,28.62,79.69,103.56,Loamy,tomato,KCl,0.0
62.73,,45.37,53.22,7.06,30.46,66.82,98.72,Silt,shallot,None,0.0
48.8,24.7,25.23,55.93,5.36,31.8,59.42,79.35,Clay,maize,KCl,0.75
50.16,22.45,53.72,41.24,5.33,29.76,77.2,57.35,Sandy,chili,None,1.16
15.97,34.53,30.68,38.42,5.72,26.19,92.07,13.13,Loamy,rice,Urea,2.68
44.62,21.4,71.11,71.99,6.17,27.18,92.76,8.98,Loamy,rice,Organik,1.63
75.18,27.61,59.13,53.31,6.31,26.2,86.8,238.88,Loamy,maize,None,0.0
7.16,48.91,90.01,49.59,5.54,28.76,76.07,2.82,Loamy,chili,Urea,1.41
66.73,39.65,48.0,48.4,7.2,34.27,,43.4,Clay,tomato,None,2.32
82.53,1.15,8.06,39.87,5.86,30.92,49.99,299.79,Loamy,rice,None,1.01
62.42,34.73,76.07,41.97,6.6,32.11,88.46,,Sandy,chili,SP-36,2.75
,10.54,23.74,15.23,5.83,29.9,93.22,36.55,Loamy,chili,SP-36,3.67
0.0,27.72,38.36,44.99,7.32,29.13,82.79,45.02,Peat,tomato,Urea,1.65
54.84,52.65,61.07,44.02,8.24,23.49,71.72,129.17,Clay,rice,None,2.2
59.86,9.16,55.35,55.38,5.81,22.89,68.81,57.39,Clay,rice,SP-36,0.71
84.33,46.03,60.91,81.24,6.94,23.14,63.24,27.48,Sandy,tomato,None,1.41
38.59,67.03,29.27,55.05,6.6,34.71,69.98,33.99,Sandy,maize,None,1.45
74.02,11.72,19.28,44.2,7.28,20.16,95.98,28.16,Sandy,tomato,SP-36,0.24
92.45,33.43,64.94,32.12,6.12,30.46,58.07,221.11,Peat,tomato,None,1.68
70.79,38.58,76.27,43.16,6.67,26.87,,12.41,Sandy,maize,None,1.52
56.65,2.46,31.61,46.74,5.82,27.84,59.81,19.14,Clay,rice,SP-36,3.72
81.89,35.88,17.72,38.56,7.68,26.24,74.3,7.24,Sandy,maize,KCl,1.76
42.27,25.63,31.73,,6.89,22.24,72.69,66.48,Loamy,rice,None,2.5
29.13,15.45,30.27,39.88,4.78,29.12,85.05,44.44,Peat,rice,Kapur-Dolomit,2.74
89.41,58.12,49.23,50.78,6.68,30.4,60.84,82.73,Loamy,maize,None,1.93
,38.91,39.23,,6.3,27.8,89.08,88.06,Loamy,tomato,None,1.88
28.42,14.96,31.03,56.35,5.35,24.06,70.88,35.54,Peat,chili,Kapur-Dolomit,0.45
39.46,35.61,58.65,62.6,7.97,27.87,88.74,25.76,Clay,chili,Organik,0.03
,24.85,36.48,52.27,6.05,32.84,69.17,178.5,Clay,chili,Urea,0.82
70.67,32.25,21.28,72.85,6.6,26.88,87.33,181.75,Sandy,tomato,KCl,0.0
24.39,43.11,53.86,33.53,5.14,33.55,55.16,129.65,Sandy,tomato,SP-36,3.36
8.29,29.59,68.8,47.29,6.79,26.11,75.32,6.54,Clay,rice,Urea,2.2
56.19,35.53,40.85,18.31,6.26,23.75,80.49,226.01,Sandy,tomato,None,2.23
53.74,8.25,1.44,56.56,7.19,36.23,79.43,,Loamy,shallot,SP-36,2.32
88.57,27.94,35.06,25.23,7.76,24.58,70.15,88.49,Sandy,rice,None,3.93
20.3,13.75,39.94,36.28,8.13,36.17,73.63,72.12,Loamy,shallot,NPK-16-16-16,3.3
45.99,34.38,55.86,57.95,5.05,22.65,99.19,2.96,Silt,maize,None,0.0
71.37,38.25,68.52,47.68,8.33,35.44,71.6,75.76,Silt,shallot,None,2.07
,32.09,52.69,,4.79,30.97,69.34,69.0,Peat,rice,Kapur-Dolomit,3.7
98.59,7.82,37.94,32.28,5.45,27.25,76.18,64.36,Sandy,chili,SP-36,2.22
112.15,35.58,42.08,33.2,7.19,29.01,71.5,,Silt,maize,None,2.49
45.41,27.82,49.75,70.1,7.0,25.57,74.22,2.1,Sandy,shallot,Organik,0.14
47.59,30.86,39.77,,6.72,22.09,100.0,25.18,Peat,shallot,None,0.0
40.82,38.4,102.23,59.94,6.34,30.18,81.83,18.84,Loamy,rice,None,2.63
11.24,,31.27,,5.72,28.34,100.0,138.83,Silt,chili,SP-36,1.11
63.95,36.96,53.6,52.14,6.81,31.07,58.75,97.36,Sandy,chili,None,0.05
81.9,38.41,59.22,48.88,7.0,26.22,65.92,21.85,Loamy,tomato,None,0.53
13.81,60.55,60.92,49.59,6.6,24.05,58.74,13.79,Sandy,rice,Urea,3.35
79.41,23.83,14.54,29.72,6.71,23.22,65.05,306.8,Loamy,maize,KCl,0.0
69.59,43.28,57.69,42.7,6.18,19.67,70.15,158.79,Loamy,tomato,None,0.04
83.04,11.15,54.07,33.85,7.44,25.24,76.54,50.09,Sandy,rice,SP-36,2.47
61.43,,13.77,43.17,7.0,31.79,76.6,18.82,Silt,chili,KCl,1.64
69.27,12.21,62.25,36.8,6.27,24.0,70.0,74.71,Loamy,shallot,SP-36,1.48
18.17,33.89,45.91,77.62,6.17,35.56,52.59,2.14,Clay,tomato,Urea,1.14
87.07,40.73,35.45,73.09,,28.2,83.3,43.56,Clay,chili,Organik,1.0
57.81,53.44,45.37,55.06,7.07,22.23,97.13,48.54,Clay,chili,None,0.0
49.49,37.85,1.17,26.76,5.77,24.94,78.16,122.69,Clay,shallot,KCl,1.29
69.16,12.67,48.28,41.85,5.02,27.32,79.01,160.75,Clay,shallot,SP-36,0.62
65.57,75.39,25.12,,6.01,29.11,53.48,44.38,Sandy,maize,KCl,0.0
69.95,67.87,74.4,49.91,6.86,33.35,90.26,87.86,Loamy,shallot,None,1.88
40.51,45.52,37.27,44.95,,24.55,88.4,37.37,Loamy,maize,None,1.91
62.65,26.74,41.25,49.64,5.15,24.65,79.91,52.42,Sandy,shallot,None,0.16
,43.07,49.11,25.29,6.67,23.5,77.13,146.89,Loamy,tomato,Urea,1.08
56.8,6.66,68.2,24.15,6.83,25.04,67.17,8.67,Silt,rice,SP-36,4.95
61.15,25.32,40.82,,8.19,27.91,78.1,8.91,Loamy,tomato,Organik,0.34
13.21,15.74,37.82,63.67,6.83,32.28,62.26,300.34,Peat,tomato,NPK-16-16-16,0.0
86.98,16.28,53.88,48.16,6.97,25.8,61.12,142.57,Clay,tomato,SP-36,0.0
48.08,40.65,44.77,,7.74,29.51,60.75,140.17,Sandy,tomato,None,3.76
74.05,30.68,6.88,43.67,3.5,32.88,73.7,,Sandy,maize,Kapur-Dolomit,1.18
34.44,25.14,30.73,20.51,5.65,37.6,72.02,183.38,Sandy,chili,Kapur-Dolomit,5.46
75.75,29.12,80.28,39.93,6.08,24.35,85.14,26.21,Sandy,rice,None,2.53
18.3,,27.45,54.14,7.17,26.34,91.03,4.3,Silt,chili,Urea,0.93
55.09,38.48,4.53,48.49,,22.85,83.71,32.9,Sandy,chili,KCl,0.34
66.41,73.37,41.53,41.06,6.17,30.58,75.76,61.64,Sandy,shallot,None,1.61
80.14,54.24,39.09,40.03,5.08,33.61,82.21,88.34,Silt,maize,None,2.78
37.05,0.0,48.35,54.44,6.56,35.04,72.77,8.15,Clay,shallot,SP-36,2.75
43.2,15.06,49.67,46.5,4.83,25.21,68.5,274.48,Sandy,shallot,Kapur-Dolomit,0.0
34.93,22.6,54.34,35.37,6.91,29.78,82.77,116.83,Clay,chili,None,1.4
28.56,40.24,23.55,47.94,,28.12,56.41,72.84,Silt,shallot,Urea,1.4
49.58,62.88,59.23,35.94,5.31,23.28,81.72,73.28,Loamy,maize,None,1.2
70.06,,28.53,41.98,4.71,22.38,68.45,115.17,Silt,chili,Kapur-Dolomit,0.54
76.46,38.63,37.89,80.51,6.05,33.82,84.46,383.03,Silt,chili,Urea,0.0
55.1,34.11,12.25,34.73,7.54,26.4,85.04,74.55,Loamy,chili,KCl,2.06
48.96,52.39,14.52,22.64,,33.58,72.25,367.94,Clay,rice,KCl,3.57
37.28,21.05,42.12,,5.38,27.04,74.44,9.8,Clay,maize,Organik,0.0
41.93,59.45,48.09,41.66,5.83,35.27,,70.65,Clay,shallot,None,2.25
34.61,45.46,23.91,37.96,6.84,24.68,73.84,3.04,Loamy,shallot,KCl,2.16
43.06,42.89,26.85,,6.75,28.64,65.29,4.21,Sandy,shallot,KCl,1.54
82.46,25.62,35.63,31.13,6.13,23.76,86.02,44.66,Loamy,tomato,None,1.85
38.62,21.34,65.73,47.94,6.58,22.87,100.0,139.1,Peat,shallot,None,0.0
70.84,,94.11,26.56,6.21,28.81,89.04,79.35,Clay,chili,None,3.17
31.14,39.81,24.38,36.35,5.77,30.39,64.71,214.72,Silt,maize,Urea,0.89
51.86,18.61,19.99,20.13,5.8,35.36,84.78,79.47,Loamy,maize,SP-36,5.16
45.8,35.68,10.05,,5.55,24.68,70.27,51.96,Silt,chili,KCl,3.28
76.17,28.18,98.84,57.7,4.45,37.73,71.08,164.87,Sandy,rice,Kapur-Dolomit,2.12
56.93,29.54,23.87,44.35,6.11,23.19,67.16,51.12,Clay,rice,KCl,2.96
